rank	source	target	cluster_1	cluster_2	mean	pvalue	interaction_key
1508	SHH	PTCH1	Cortex_2	Striatum	0.28048530766084223		SHH|PTCH1|Cortex_2->Striatum
1509	KITL	KIT	Hippocampus	Cortex_4	0.28045166797168153		KITL|KIT|Hippocampus->Cortex_4
1510	NRG1	ERBB4	Fiber_tract	Striatum	0.2803831458000376		NRG1|ERBB4|Fiber_tract->Striatum
1511	SPP1	CD44	Lateral_ventricle	Cortex_4	0.28032691462374315		SPP1|CD44|Lateral_ventricle->Cortex_4
1512	KITL	KIT	Cortex_1	Thalamus_1	0.2803026767718278		KITL|KIT|Cortex_1->Thalamus_1
1513	BMP4	BMPR1A	Cortex_4	Cortex_5	0.2801969015862005		BMP4|BMPR1A|Cortex_4->Cortex_5
1514	BMP4	BMPR1A	Hypothalamus_1	Pyramidal_layer	0.28016252458204716		BMP4|BMPR1A|Hypothalamus_1->Pyramidal_layer
1515	DLK1	NOTCH1	Thalamus_2	Cortex_5	0.2800166578638519		DLK1|NOTCH1|Thalamus_2->Cortex_5
1516	BMP4	BMPR1A	Cortex_1	Pyramidal_layer	0.2798916269081259		BMP4|BMPR1A|Cortex_1->Pyramidal_layer
1517	CXCL12	CXCR4	Fiber_tract	Thalamus_2	0.27939489777515863		CXCL12|CXCR4|Fiber_tract->Thalamus_2
1518	BMP4	BMPR1A	Striatum	Pyramidal_layer_dentate_gyrus	0.27926656930080423		BMP4|BMPR1A|Striatum->Pyramidal_layer_dentate_gyrus
1519	CXCL12	CXCR4	Fiber_tract	Cortex_5	0.2789592299912703		CXCL12|CXCR4|Fiber_tract->Cortex_5
1520	BMP4	BMPR1A	Pyramidal_layer_dentate_gyrus	Hypothalamus_1	0.27882481098798745		BMP4|BMPR1A|Pyramidal_layer_dentate_gyrus->Hypothalamus_1
1521	BMP4	BMPR1A	Pyramidal_layer_dentate_gyrus	Thalamus_2	0.2786055434696084		BMP4|BMPR1A|Pyramidal_layer_dentate_gyrus->Thalamus_2
1522	BMP4	BMPR1A	Striatum	Hypothalamus_2	0.2783879679472793		BMP4|BMPR1A|Striatum->Hypothalamus_2
1523	BMP4	BMPR1A	Hypothalamus_1	Cortex_5	0.27836142393072305		BMP4|BMPR1A|Hypothalamus_1->Cortex_5
1524	BMP4	BMPR1A	Pyramidal_layer_dentate_gyrus	Striatum	0.2781341937827129		BMP4|BMPR1A|Pyramidal_layer_dentate_gyrus->Striatum
1525	BMP4	BMPR1A	Cortex_1	Cortex_5	0.2780905262568018		BMP4|BMPR1A|Cortex_1->Cortex_5
1526	BMP4	BMPR1A	Fiber_tract	Thalamus_1	0.277980824629878		BMP4|BMPR1A|Fiber_tract->Thalamus_1
1527	SHH	PTCH1	Fiber_tract	Striatum	0.27790889540497915		SHH|PTCH1|Fiber_tract->Striatum
1528	BMP4	BMPR1A	Pyramidal_layer	Pyramidal_layer_dentate_gyrus	0.27786357259424793	0.32	BMP4|BMPR1A|Pyramidal_layer->Pyramidal_layer_dentate_gyrus
1529	SHH	PTCH1	Cortex_5	Striatum	0.2772753561932839		SHH|PTCH1|Cortex_5->Striatum
1530	BMP4	BMPR1A	Thalamus_2	Pyramidal_layer	0.2770232886430763		BMP4|BMPR1A|Thalamus_2->Pyramidal_layer
1531	BMP4	BMPR1A	Pyramidal_layer	Hypothalamus_2	0.276984971240723		BMP4|BMPR1A|Pyramidal_layer->Hypothalamus_2
1532	CXCL12	CXCR4	Fiber_tract	Cortex_4	0.27696601530754517		CXCL12|CXCR4|Fiber_tract->Cortex_4
1533	CXCL12	CXCR4	Hypothalamus_2	Hypothalamus_1	0.27687639585373514		CXCL12|CXCR4|Hypothalamus_2->Hypothalamus_1
1534	CXCL12	CXCR4	Fiber_tract	Hypothalamus_2	0.2768445105546407		CXCL12|CXCR4|Fiber_tract->Hypothalamus_2
1535	VEGFA	KDR	Striatum	Cortex_3	0.27665904743843783		VEGFA|KDR|Striatum->Cortex_3
1536	BMP4	BMPR1A	Cortex_2	Pyramidal_layer_dentate_gyrus	0.2765517302793697		BMP4|BMPR1A|Cortex_2->Pyramidal_layer_dentate_gyrus
1537	BMP4	BMPR1A	Cortex_4	Hypothalamus_1	0.2765407679483686		BMP4|BMPR1A|Cortex_4->Hypothalamus_1
1538	KITL	KIT	Cortex_3	Cortex_1	0.2764374479630808		KITL|KIT|Cortex_3->Cortex_1
1539	KITL	KIT	Cortex_1	Thalamus_2	0.2764371565812018		KITL|KIT|Cortex_1->Thalamus_2
1540	BMP4	BMPR1A	Cortex_4	Thalamus_2	0.2763215004299896		BMP4|BMPR1A|Cortex_4->Thalamus_2
1541	SHH	PTCH1	Pyramidal_layer	Striatum	0.2761761759982612		SHH|PTCH1|Pyramidal_layer->Striatum
1542	SHH	PTCH1	Striatum	Fiber_tract	0.27616080072556465		SHH|PTCH1|Striatum->Fiber_tract
1543	NRG1	ERBB4	Cortex_4	Cortex_1	0.2760614975890172		NRG1|ERBB4|Cortex_4->Cortex_1
1544	BMP4	BMPR1A	Hypothalamus_2	Pyramidal_layer_dentate_gyrus	0.27605501151767675		BMP4|BMPR1A|Hypothalamus_2->Pyramidal_layer_dentate_gyrus
1545	SPP1	CD44	Lateral_ventricle	Cortex_2	0.27605209973303724		SPP1|CD44|Lateral_ventricle->Cortex_2
1546	CXCL12	CXCR4	Fiber_tract	Cortex_3	0.2760454420960686		CXCL12|CXCR4|Fiber_tract->Cortex_3
1547	CXCL12	CXCR4	Fiber_tract	Striatum	0.2759474216641957		CXCL12|CXCR4|Fiber_tract->Striatum
1548	BMP4	BMPR1A	Cortex_4	Striatum	0.2758501507430941		BMP4|BMPR1A|Cortex_4->Striatum
1549	SPP1	CD44	Lateral_ventricle	Pyramidal_layer	0.27576494507846383		SPP1|CD44|Lateral_ventricle->Pyramidal_layer
1550	VEGFA	KDR	Hippocampus	Cortex_2	0.2756846682499748		VEGFA|KDR|Hippocampus->Cortex_2
1551	BMP4	BMPR1A	Cortex_2	Hypothalamus_2	0.2756731289258448		BMP4|BMPR1A|Cortex_2->Hypothalamus_2
1552	CXCL12	CXCR4	Hypothalamus_2	Fiber_tract	0.2756088346072368		CXCL12|CXCR4|Hypothalamus_2->Fiber_tract
1553	CXCL12	CXCR4	Fiber_tract	Cortex_2	0.2752638896604301		CXCL12|CXCR4|Fiber_tract->Cortex_2
1554	BMP4	BMPR1A	Thalamus_2	Cortex_5	0.2752221879917522		BMP4|BMPR1A|Thalamus_2->Cortex_5
1555	BMP4	BMPR1A	Hypothalamus_2	Hypothalamus_2	0.27517641016415184		BMP4|BMPR1A|Hypothalamus_2->Hypothalamus_2
1556	KITL	KIT	Hypothalamus_2	Lateral_ventricle	0.27506064725549595		KITL|KIT|Hypothalamus_2->Lateral_ventricle
1557	VEGFA	KDR	Fiber_tract	Cortex_2	0.2749895221102497		VEGFA|KDR|Fiber_tract->Cortex_2
1558	CXCL12	CXCR4	Fiber_tract	Pyramidal_layer	0.27477562601461825		CXCL12|CXCR4|Fiber_tract->Pyramidal_layer
1559	BMP4	BMPR1A	Hypothalamus_1	Hypothalamus_1	0.2747052902928912		BMP4|BMPR1A|Hypothalamus_1->Hypothalamus_1
1560	CXCL12	CXCR4	Fiber_tract	Cortex_1	0.2746941860917054		CXCL12|CXCR4|Fiber_tract->Cortex_1
1561	NRG1	ERBB4	Cortex_5	Cortex_5	0.27468296053797703		NRG1|ERBB4|Cortex_5->Cortex_5
1562	BMP4	BMPR1A	Hypothalamus_1	Thalamus_2	0.2744860227745122		BMP4|BMPR1A|Hypothalamus_1->Thalamus_2
1563	VEGFA	KDR	Striatum	Pyramidal_layer	0.2744646964648636		VEGFA|KDR|Striatum->Pyramidal_layer
1564	BMP4	BMPR1A	Cortex_1	Hypothalamus_1	0.27443439261896996		BMP4|BMPR1A|Cortex_1->Hypothalamus_1
1565	VEGFA	KDR	Pyramidal_layer_dentate_gyrus	Thalamus_2	0.2744319389811626		VEGFA|KDR|Pyramidal_layer_dentate_gyrus->Thalamus_2
1566	CXCL12	CXCR4	Fiber_tract	Thalamus_1	0.27430076621685295		CXCL12|CXCR4|Fiber_tract->Thalamus_1
1567	BMP4	BMPR1A	Cortex_1	Thalamus_2	0.27421512510059093		BMP4|BMPR1A|Cortex_1->Thalamus_2
1568	BMP4	BMPR1A	Hypothalamus_1	Striatum	0.2740146730876167		BMP4|BMPR1A|Hypothalamus_1->Striatum
1569	CXCL12	CXCR4	Hypothalamus_2	Thalamus_2	0.2739338307176953		CXCL12|CXCR4|Hypothalamus_2->Thalamus_2
1570	VEGFA	KDR	Striatum	Fiber_tract	0.27384284175223506		VEGFA|KDR|Striatum->Fiber_tract
1571	BMP4	BMPR1A	Cortex_1	Striatum	0.27374377541369543		BMP4|BMPR1A|Cortex_1->Striatum
1572	NRG1	ERBB4	Hippocampus	Striatum	0.2735148696664828		NRG1|ERBB4|Hippocampus->Striatum
1573	CXCL12	CXCR4	Hypothalamus_2	Cortex_5	0.27349816293380697		CXCL12|CXCR4|Hypothalamus_2->Cortex_5
1574	SHH	PTCH1	Hypothalamus_1	Fiber_tract	0.2734387266019155		SHH|PTCH1|Hypothalamus_1->Fiber_tract
1575	EFNB2	EPHA4	Thalamus_1	Lateral_ventricle	0.2733695584597585		EFNB2|EPHA4|Thalamus_1->Lateral_ventricle
1576	SHH	PTCH1	Hippocampus	Striatum	0.2731656124362927		SHH|PTCH1|Hippocampus->Striatum
1577	NRG1	ERBB4	Thalamus_2	Cortex_1	0.2730538284016922		NRG1|ERBB4|Thalamus_2->Cortex_1
1578	BMP4	BMPR1A	Thalamus_1	Pyramidal_layer_dentate_gyrus	0.2728907694187496		BMP4|BMPR1A|Thalamus_1->Pyramidal_layer_dentate_gyrus
1579	NRG1	ERBB4	Cortex_1	Cortex_5	0.272604937597138		NRG1|ERBB4|Cortex_1->Cortex_5
1580	FGF10	FGFR2	Pyramidal_layer	Striatum	0.27229355590767557		FGF10|FGFR2|Pyramidal_layer->Striatum
1581	BMP4	BMPR1A	Hippocampus	Pyramidal_layer_dentate_gyrus	0.2720536129755448		BMP4|BMPR1A|Hippocampus->Pyramidal_layer_dentate_gyrus
1582	BMP4	BMPR1A	Thalamus_1	Hypothalamus_2	0.2720121680652247		BMP4|BMPR1A|Thalamus_1->Hypothalamus_2
1583	SHH	PTCH1	Lateral_ventricle	Striatum	0.27200903774532176		SHH|PTCH1|Lateral_ventricle->Striatum
1584	KITL	KIT	Lateral_ventricle	Cortex_3	0.27172640346682786		KITL|KIT|Lateral_ventricle->Cortex_3
1585	VEGFA	KDR	Pyramidal_layer_dentate_gyrus	Cortex_4	0.2716072859881256		VEGFA|KDR|Pyramidal_layer_dentate_gyrus->Cortex_4
1586	KITL	KIT	Cortex_3	Striatum	0.2716034866995582		KITL|KIT|Cortex_3->Striatum
1587	BMP4	BMPR1A	Thalamus_2	Hypothalamus_1	0.27156605435392034		BMP4|BMPR1A|Thalamus_2->Hypothalamus_1
1588	CXCL12	CXCR4	Hypothalamus_2	Cortex_4	0.2715049482500818		CXCL12|CXCR4|Hypothalamus_2->Cortex_4
1589	FGF10	FGFR2	Cortex_4	Hippocampus	0.2715047129371145		FGF10|FGFR2|Cortex_4->Hippocampus
1590	CXCL12	CXCR4	Hypothalamus_2	Hypothalamus_2	0.27138344349717736		CXCL12|CXCR4|Hypothalamus_2->Hypothalamus_2
1591	BMP4	BMPR1A	Thalamus_2	Thalamus_2	0.2713467868355413		BMP4|BMPR1A|Thalamus_2->Thalamus_2
1592	VEGFA	KDR	Hippocampus	Hippocampus	0.2712043146560858		VEGFA|KDR|Hippocampus->Hippocampus
1593	BMP4	BMPR1A	Hippocampus	Hypothalamus_2	0.2711750116220199		BMP4|BMPR1A|Hippocampus->Hypothalamus_2
1594	NRG1	ERBB4	Lateral_ventricle	Cortex_1	0.27095535550189054		NRG1|ERBB4|Lateral_ventricle->Cortex_1
1595	BMP4	BMPR1A	Thalamus_2	Striatum	0.2708754371486458		BMP4|BMPR1A|Thalamus_2->Striatum
1596	KITL	KIT	Hypothalamus_2	Cortex_2	0.27076142100135403		KITL|KIT|Hypothalamus_2->Cortex_2
1597	CXCL12	CXCR4	Hypothalamus_2	Cortex_3	0.2705843750386053		CXCL12|CXCR4|Hypothalamus_2->Cortex_3
1598	VEGFA	KDR	Fiber_tract	Hippocampus	0.2705091685163607		VEGFA|KDR|Fiber_tract->Hippocampus
1599	VEGFA	KDR	Striatum	Striatum	0.27049650047339646		VEGFA|KDR|Striatum->Striatum
1600	CXCL12	CXCR4	Hypothalamus_2	Striatum	0.27048635460673237		CXCL12|CXCR4|Hypothalamus_2->Striatum
1601	KITL	KIT	Pyramidal_layer_dentate_gyrus	Lateral_ventricle	0.27042783129052456		KITL|KIT|Pyramidal_layer_dentate_gyrus->Lateral_ventricle
1602	NRG1	ERBB4	Hypothalamus_1	Cortex_5	0.27013453243930086		NRG1|ERBB4|Hypothalamus_1->Cortex_5
1603	DLK1	NOTCH1	Lateral_ventricle	Thalamus_2	0.27009091984613665		DLK1|NOTCH1|Lateral_ventricle->Thalamus_2
1604	NRG1	ERBB4	Cortex_2	Cortex_1	0.26997706087512036		NRG1|ERBB4|Cortex_2->Cortex_1
1605	CXCL12	CXCR4	Hypothalamus_2	Cortex_2	0.26980282260296673		CXCL12|CXCR4|Hypothalamus_2->Cortex_2
1606	FGF10	FGFR2	Pyramidal_layer_dentate_gyrus	Striatum	0.2694940408143927		FGF10|FGFR2|Pyramidal_layer_dentate_gyrus->Striatum
1607	KITL	KIT	Cortex_5	Hypothalamus_1	0.2693842845470753		KITL|KIT|Cortex_5->Hypothalamus_1
1608	SHH	PTCH1	Hypothalamus_2	Fiber_tract	0.26932625940629873		SHH|PTCH1|Hypothalamus_2->Fiber_tract
1609	CXCL12	CXCR4	Hypothalamus_2	Pyramidal_layer	0.2693145589571549		CXCL12|CXCR4|Hypothalamus_2->Pyramidal_layer
1610	KITL	KIT	Hypothalamus_2	Hippocampus	0.269300717515512		KITL|KIT|Hypothalamus_2->Hippocampus
1611	CXCL12	CXCR4	Hypothalamus_2	Cortex_1	0.269233119034242		CXCL12|CXCR4|Hypothalamus_2->Cortex_1
1612	SHH	PTCH1	Cortex_3	Fiber_tract	0.2689542774844417		SHH|PTCH1|Cortex_3->Fiber_tract
1613	CXCL12	CXCR4	Hypothalamus_2	Thalamus_1	0.2688396991593896		CXCL12|CXCR4|Hypothalamus_2->Thalamus_1
1614	NRG1	ERBB4	Hypothalamus_2	Cortex_2	0.2686942475823514		NRG1|ERBB4|Hypothalamus_2->Cortex_2
1615	SHH	PTCH1	Cortex_1	Fiber_tract	0.26816590879891156		SHH|PTCH1|Cortex_1->Fiber_tract
1616	BMP4	BMPR1A	Cortex_5	Fiber_tract	0.2680652154676134		BMP4|BMPR1A|Cortex_5->Fiber_tract
1617	VEGFA	KDR	Pyramidal_layer_dentate_gyrus	Hypothalamus_1	0.2680157437895285		VEGFA|KDR|Pyramidal_layer_dentate_gyrus->Hypothalamus_1
1618	BMP4	BMPR1A	Cortex_5	Cortex_2	0.26761459767911944		BMP4|BMPR1A|Cortex_5->Cortex_2
1619	VEGFA	KDR	Hippocampus	Hypothalamus_2	0.2675670149423142		VEGFA|KDR|Hippocampus->Hypothalamus_2
1620	NRG1	ERBB4	Thalamus_1	Cortex_1	0.26716529615221396		NRG1|ERBB4|Thalamus_1->Cortex_1
1621	VEGFA	KDR	Fiber_tract	Hypothalamus_2	0.2668718688025891		VEGFA|KDR|Fiber_tract->Hypothalamus_2
1622	NRG1	ERBB4	Pyramidal_layer_dentate_gyrus	Striatum	0.26655921488513357		NRG1|ERBB4|Pyramidal_layer_dentate_gyrus->Striatum
1623	KITL	KIT	Pyramidal_layer_dentate_gyrus	Cortex_2	0.2661286050363826		KITL|KIT|Pyramidal_layer_dentate_gyrus->Cortex_2
1624	BMP4	BMPR1A	Pyramidal_layer_dentate_gyrus	Pyramidal_layer_dentate_gyrus	0.26610630443867517	0.43	BMP4|BMPR1A|Pyramidal_layer_dentate_gyrus->Pyramidal_layer_dentate_gyrus
1625	NRG1	ERBB4	Cortex_3	Cortex_2	0.2655540242840603		NRG1|ERBB4|Cortex_3->Cortex_2
1626	VEGFA	KDR	Hippocampus	Cortex_1	0.26530016111506605		VEGFA|KDR|Hippocampus->Cortex_1
1627	BMP4	BMPR1A	Pyramidal_layer_dentate_gyrus	Hypothalamus_2	0.26522770308515026		BMP4|BMPR1A|Pyramidal_layer_dentate_gyrus->Hypothalamus_2
1628	SHH	PTCH1	Thalamus_2	Fiber_tract	0.2651895957437116		SHH|PTCH1|Thalamus_2->Fiber_tract
1629	VEGFA	KDR	Hippocampus	Pyramidal_layer_dentate_gyrus	0.2651152007279806		VEGFA|KDR|Hippocampus->Pyramidal_layer_dentate_gyrus
1630	NRG1	ERBB4	Striatum	Cortex_1	0.26508510507513594		NRG1|ERBB4|Striatum->Cortex_1
1631	KITL	KIT	Striatum	Lateral_ventricle	0.26503397566375053		KITL|KIT|Striatum->Lateral_ventricle
1632	KITL	KIT	Pyramidal_layer_dentate_gyrus	Hippocampus	0.26466790155054054		KITL|KIT|Pyramidal_layer_dentate_gyrus->Hippocampus
1633	NRG1	ERBB4	Hypothalamus_2	Cortex_4	0.26462580914806055		NRG1|ERBB4|Hypothalamus_2->Cortex_4
1634	VEGFA	KDR	Fiber_tract	Cortex_1	0.26460501497534095		VEGFA|KDR|Fiber_tract->Cortex_1
1635	VEGFA	KDR	Fiber_tract	Pyramidal_layer_dentate_gyrus	0.2644200545882555		VEGFA|KDR|Fiber_tract->Pyramidal_layer_dentate_gyrus
1636	KITL	KIT	Pyramidal_layer	Cortex_5	0.2642437922763138		KITL|KIT|Pyramidal_layer->Cortex_5
1637	FGF10	FGFR2	Cortex_3	Thalamus_2	0.26391654218740435		FGF10|FGFR2|Cortex_3->Thalamus_2
1638	BMP4	BMPR1A	Cortex_4	Pyramidal_layer_dentate_gyrus	0.26382226139905635		BMP4|BMPR1A|Cortex_4->Pyramidal_layer_dentate_gyrus
1639	DLK1	NOTCH1	Lateral_ventricle	Hypothalamus_1	0.2637413325525083		DLK1|NOTCH1|Lateral_ventricle->Hypothalamus_1
1640	BMP4	BMPR1A	Cortex_5	Thalamus_1	0.2635353758823613		BMP4|BMPR1A|Cortex_5->Thalamus_1
1641	BMP4	BMPR1A	Cortex_4	Hypothalamus_2	0.26294366004553144		BMP4|BMPR1A|Cortex_4->Hypothalamus_2
1642	BMP4	BMPR1A	Hypothalamus_1	Pyramidal_layer_dentate_gyrus	0.2619867837435789		BMP4|BMPR1A|Hypothalamus_1->Pyramidal_layer_dentate_gyrus
1643	NRG1	ERBB4	Cortex_4	Cortex_5	0.26191276837598854		NRG1|ERBB4|Cortex_4->Cortex_5
1644	BMP4	BMPR1A	Cortex_1	Pyramidal_layer_dentate_gyrus	0.2617158860696577		BMP4|BMPR1A|Cortex_1->Pyramidal_layer_dentate_gyrus
1645	DLK1	NOTCH1	Lateral_ventricle	Pyramidal_layer_dentate_gyrus	0.26157156744611865		DLK1|NOTCH1|Lateral_ventricle->Pyramidal_layer_dentate_gyrus
1646	NRG1	ERBB4	Cortex_3	Cortex_4	0.2614855858497694		NRG1|ERBB4|Cortex_3->Cortex_4
1647	SHH	PTCH1	Cortex_4	Fiber_tract	0.2613569450074798		SHH|PTCH1|Cortex_4->Fiber_tract
1648	VEGFA	KDR	Pyramidal_layer_dentate_gyrus	Cortex_3	0.26113023906012167		VEGFA|KDR|Pyramidal_layer_dentate_gyrus->Cortex_3
1649	BMP4	BMPR1A	Hypothalamus_1	Hypothalamus_2	0.261108182390054		BMP4|BMPR1A|Hypothalamus_1->Hypothalamus_2
1650	DLK1	NOTCH1	Lateral_ventricle	Cortex_1	0.2609119288068662		DLK1|NOTCH1|Lateral_ventricle->Cortex_1
1651	BMP4	BMPR1A	Cortex_1	Hypothalamus_2	0.26083728471613277		BMP4|BMPR1A|Cortex_1->Hypothalamus_2
1652	KITL	KIT	Striatum	Cortex_2	0.2607347494096086		KITL|KIT|Striatum->Cortex_2
1653	KITL	KIT	Fiber_tract	Cortex_4	0.26016841984733685		KITL|KIT|Fiber_tract->Cortex_4
1654	KITL	KIT	Hypothalamus_2	Cortex_1	0.26008197625803703		KITL|KIT|Hypothalamus_2->Cortex_1
1655	FGF10	FGFR2	Hippocampus	Hippocampus	0.26002639773729685		FGF10|FGFR2|Hippocampus->Hippocampus
1656	FGF10	FGFR2	Pyramidal_layer	Cortex_3	0.25964667429387056		FGF10|FGFR2|Pyramidal_layer->Cortex_3
1657	NRG1	ERBB4	Cortex_5	Cortex_2	0.25950258177806323		NRG1|ERBB4|Cortex_5->Cortex_2
1658	BMP4	BMPR1A	Fiber_tract	Cortex_3	0.2593968033587381		BMP4|BMPR1A|Fiber_tract->Cortex_3
1659	KITL	KIT	Striatum	Hippocampus	0.25927404592376657		KITL|KIT|Striatum->Hippocampus
1660	VEGFA	KDR	Pyramidal_layer_dentate_gyrus	Pyramidal_layer	0.2589358880865474	0.93	VEGFA|KDR|Pyramidal_layer_dentate_gyrus->Pyramidal_layer
1661	NRG1	ERBB4	Thalamus_2	Cortex_5	0.2589050991886635		NRG1|ERBB4|Thalamus_2->Cortex_5
1662	BMP4	BMPR1A	Thalamus_2	Pyramidal_layer_dentate_gyrus	0.25884754780460806		BMP4|BMPR1A|Thalamus_2->Pyramidal_layer_dentate_gyrus
1663	KITL	KIT	Hippocampus	Cortex_3	0.25865159517426717		KITL|KIT|Hippocampus->Cortex_3
1664	NRG1	ERBB4	Fiber_tract	Cortex_1	0.2585095884595319		NRG1|ERBB4|Fiber_tract->Cortex_1
1665	VEGFA	KDR	Pyramidal_layer_dentate_gyrus	Fiber_tract	0.25831403337391884		VEGFA|KDR|Pyramidal_layer_dentate_gyrus->Fiber_tract
1666	BMP4	BMPR1A	Thalamus_2	Hypothalamus_2	0.25796894645108315		BMP4|BMPR1A|Thalamus_2->Hypothalamus_2
1667	FGF10	FGFR2	Cortex_1	Hippocampus	0.25760497399739934		FGF10|FGFR2|Cortex_1->Hippocampus
1668	NRG1	ERBB4	Pyramidal_layer	Striatum	0.25758541122176287		NRG1|ERBB4|Pyramidal_layer->Striatum
1669	NRG1	ERBB4	Cortex_1	Cortex_2	0.2574245588372242		NRG1|ERBB4|Cortex_1->Cortex_2
1670	FGF10	FGFR2	Cortex_2	Hippocampus	0.2572236924989536		FGF10|FGFR2|Cortex_2->Hippocampus
1671	BMP4	BMPR1A	Fiber_tract	Cortex_4	0.25699544535576335		BMP4|BMPR1A|Fiber_tract->Cortex_4
1672	FGF10	FGFR2	Pyramidal_layer_dentate_gyrus	Cortex_3	0.25684715920058776		FGF10|FGFR2|Pyramidal_layer_dentate_gyrus->Cortex_3
1673	DLK1	NOTCH1	Fiber_tract	Lateral_ventricle	0.2568259235240717		DLK1|NOTCH1|Fiber_tract->Lateral_ventricle
1674	NRG1	ERBB4	Lateral_ventricle	Cortex_5	0.2568066262888618		NRG1|ERBB4|Lateral_ventricle->Cortex_5
1675	WNT5A	FZD7	Lateral_ventricle	Cortex_5	0.2566155844715611		WNT5A|FZD7|Lateral_ventricle->Cortex_5
1676	VEGFA	KDR	Pyramidal_layer	Cortex_2	0.2558950216581706		VEGFA|KDR|Pyramidal_layer->Cortex_2
1677	NRG1	ERBB4	Cortex_2	Cortex_5	0.2558283316620917		NRG1|ERBB4|Cortex_2->Cortex_5
1678	KITL	KIT	Pyramidal_layer_dentate_gyrus	Cortex_1	0.25544916029306564		KITL|KIT|Pyramidal_layer_dentate_gyrus->Cortex_1
1679	NRG1	ERBB4	Cortex_5	Cortex_4	0.2554341433437724		NRG1|ERBB4|Cortex_5->Cortex_4
1680	FGF10	FGFR2	Hypothalamus_1	Hippocampus	0.25535723402365595		FGF10|FGFR2|Hypothalamus_1->Hippocampus
1681	KITL	KIT	Hypothalamus_2	Striatum	0.25524801499451444		KITL|KIT|Hypothalamus_2->Striatum
1682	VEGFA	KDR	Pyramidal_layer_dentate_gyrus	Striatum	0.25496769209508025		VEGFA|KDR|Pyramidal_layer_dentate_gyrus->Striatum
1683	SHH	PTCH1	Cortex_2	Fiber_tract	0.25495915012873793		SHH|PTCH1|Cortex_2->Fiber_tract
1684	NRG1	ERBB4	Hypothalamus_1	Cortex_2	0.2549541536793871		NRG1|ERBB4|Hypothalamus_1->Cortex_2
1685	NOTCH1	JAG1	Lateral_ventricle	Lateral_ventricle	0.2548295768953505		NOTCH1|JAG1|Lateral_ventricle->Lateral_ventricle
1686	VEGFA	KDR	Hippocampus	Thalamus_2	0.254586028413394		VEGFA|KDR|Hippocampus->Thalamus_2
1687	DLK1	NOTCH1	Thalamus_2	Hypothalamus_2	0.2542920481205864		DLK1|NOTCH1|Thalamus_2->Hypothalamus_2
1688	WNT5A	FZD7	Striatum	Lateral_ventricle	0.2541440648246769		WNT5A|FZD7|Striatum->Lateral_ventricle
1689	VEGFA	KDR	Fiber_tract	Thalamus_2	0.2538908822736689		VEGFA|KDR|Fiber_tract->Thalamus_2
1690	NRG1	ERBB4	Hypothalamus_2	Cortex_3	0.253549116963132		NRG1|ERBB4|Hypothalamus_2->Cortex_3
1691	NRG1	ERBB4	Cortex_1	Cortex_4	0.25335612040293337		NRG1|ERBB4|Cortex_1->Cortex_4
1692	SHH	PTCH1	Thalamus_1	Lateral_ventricle	0.2532829370078456		SHH|PTCH1|Thalamus_1->Lateral_ventricle
1693	KITL	KIT	Hypothalamus_1	Cortex_4	0.2530275015073075		KITL|KIT|Hypothalamus_1->Cortex_4
1694	NRG1	ERBB4	Thalamus_1	Cortex_5	0.2530165669391853		NRG1|ERBB4|Thalamus_1->Cortex_5
1695	NRG1	ERBB4	Hypothalamus_2	Hypothalamus_2	0.2527819210873511		NRG1|ERBB4|Hypothalamus_2->Hypothalamus_2
1696	SHH	PTCH1	Fiber_tract	Fiber_tract	0.25238273787287485		SHH|PTCH1|Fiber_tract->Fiber_tract
1697	CXCL12	CXCR4	Cortex_2	Lateral_ventricle	0.25210034670499776		CXCL12|CXCR4|Cortex_2->Lateral_ventricle
1698	DLK1	NOTCH1	Thalamus_2	Thalamus_1	0.2520557115393266		DLK1|NOTCH1|Thalamus_2->Thalamus_1
1699	FGF10	FGFR2	Striatum	Hippocampus	0.2518125355580611		FGF10|FGFR2|Striatum->Hippocampus
1700	VEGFA	KDR	Hippocampus	Cortex_4	0.25176137542035704		VEGFA|KDR|Hippocampus->Cortex_4
1701	SHH	PTCH1	Cortex_5	Fiber_tract	0.2517491986611796		SHH|PTCH1|Cortex_5->Fiber_tract
1702	KITL	KIT	Cortex_3	Hypothalamus_1	0.25165995801264635		KITL|KIT|Cortex_3->Hypothalamus_1
1703	NRG1	ERBB4	Hippocampus	Cortex_1	0.2516413123259772		NRG1|ERBB4|Hippocampus->Cortex_1
1704	DLK1	NOTCH1	Lateral_ventricle	Cortex_4	0.2515432065268427		DLK1|NOTCH1|Lateral_ventricle->Cortex_4
1705	VEGFA	KDR	Pyramidal_layer	Hippocampus	0.2514146680642816		VEGFA|KDR|Pyramidal_layer->Hippocampus
1706	VEGFA	KDR	Fiber_tract	Cortex_4	0.25106622928063194		VEGFA|KDR|Fiber_tract->Cortex_4
1707	NRG1	ERBB4	Striatum	Cortex_5	0.25093637586210726		NRG1|ERBB4|Striatum->Cortex_5
1708	NRG1	ERBB4	Hypothalamus_1	Cortex_4	0.25088571524509623		NRG1|ERBB4|Hypothalamus_1->Cortex_4
1709	SHH	PTCH1	Pyramidal_layer	Fiber_tract	0.2506500184661569		SHH|PTCH1|Pyramidal_layer->Fiber_tract
1710	KITL	KIT	Pyramidal_layer_dentate_gyrus	Striatum	0.25061519902954305		KITL|KIT|Pyramidal_layer_dentate_gyrus->Striatum
