cluster_1	cluster_2	pair_key	radius_index	radius_start	radius_end	cooccurrence
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	2	478.215332	648.5443726	0.9386957288
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	3	648.5443726	818.8734131	0.9457982183
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	4	818.8734131	989.2024536	0.9353107214
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	5	989.2024536	1159.531494	0.8982136846
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	6	1159.531494	1329.860474	0.8440929651
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	7	1329.860474	1500.189575	0.8151131868
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	8	1500.189575	1670.518555	0.7879863977
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	9	1670.518555	1840.847656	0.7711811066
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	10	1840.847656	2011.176636	0.7488043308
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	11	2011.176636	2181.505615	0.7338514328
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	12	2181.505615	2351.834717	0.7337677479
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	13	2351.834717	2522.163818	0.7354428768
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	14	2522.163818	2692.492676	0.7419219017
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	15	2692.492676	2862.821777	0.7510209084
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	16	2862.821777	3033.150879	0.7606655955
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	17	3033.150879	3203.47998	0.774435699
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	18	3203.47998	3373.808838	0.7856354713
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	19	3373.808838	3544.137939	0.7943306565
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	20	3544.137939	3714.467041	0.7998843193
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	21	3714.467041	3884.796143	0.805955112
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	22	3884.796143	4055.125	0.8073339462
Hippocampus	Lateral_ventricle	Hippocampus->Lateral_ventricle	23	4055.125	4225.454102	0.8108450174
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	0	137.5572662	307.8862915	7.288899422
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	1	307.8862915	478.215332	6.739981651
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	2	478.215332	648.5443726	5.907258511
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	3	648.5443726	818.8734131	5.404129028
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	4	818.8734131	989.2024536	4.620755672
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	5	989.2024536	1159.531494	4.139977455
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	6	1159.531494	1329.860474	3.731131554
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	7	1329.860474	1500.189575	3.383668423
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	8	1500.189575	1670.518555	3.1154356
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	9	1670.518555	1840.847656	2.805600643
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	10	1840.847656	2011.176636	2.590752125
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	11	2011.176636	2181.505615	2.395290136
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	12	2181.505615	2351.834717	2.260118723
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	13	2351.834717	2522.163818	2.126692295
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	14	2522.163818	2692.492676	2.016783953
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	15	2692.492676	2862.821777	1.92522347
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	16	2862.821777	3033.150879	1.837548018
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	17	3033.150879	3203.47998	1.769652486
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	18	3203.47998	3373.808838	1.689870834
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	19	3373.808838	3544.137939	1.617159367
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	20	3544.137939	3714.467041	1.550794482
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	21	3714.467041	3884.796143	1.481843233
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	22	3884.796143	4055.125	1.424864173
Hippocampus	Pyramidal_layer	Hippocampus->Pyramidal_layer	23	4055.125	4225.454102	1.361955643
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	0	137.5572662	307.8862915	4.192539215
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	1	307.8862915	478.215332	4.812876225
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	2	478.215332	648.5443726	4.974339008
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	3	648.5443726	818.8734131	4.798089504
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	4	818.8734131	989.2024536	4.368511677
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	5	989.2024536	1159.531494	4.020545483
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	6	1159.531494	1329.860474	3.595285416
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	7	1329.860474	1500.189575	3.221030951
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	8	1500.189575	1670.518555	2.918293476
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	9	1670.518555	1840.847656	2.559069633
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	10	1840.847656	2011.176636	2.305548668
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	11	2011.176636	2181.505615	2.074314117
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	12	2181.505615	2351.834717	1.904141188
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	13	2351.834717	2522.163818	1.749653935
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	14	2522.163818	2692.492676	1.618206859
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	15	2692.492676	2862.821777	1.512536883
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	16	2862.821777	3033.150879	1.416852713
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	17	3033.150879	3203.47998	1.347680926
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	18	3203.47998	3373.808838	1.283265352
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	19	3373.808838	3544.137939	1.23169744
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	20	3544.137939	3714.467041	1.19351542
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	21	3714.467041	3884.796143	1.157089233
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	22	3884.796143	4055.125	1.127328157
Hippocampus	Pyramidal_layer_dentate_gyrus	Hippocampus->Pyramidal_layer_dentate_gyrus	23	4055.125	4225.454102	1.097049475
Hippocampus	Striatum	Hippocampus->Striatum	0	137.5572662	307.8862915	0.008729581721
Hippocampus	Striatum	Hippocampus->Striatum	1	307.8862915	478.215332	0.03898558393
Hippocampus	Striatum	Hippocampus->Striatum	2	478.215332	648.5443726	0.06154250726
Hippocampus	Striatum	Hippocampus->Striatum	3	648.5443726	818.8734131	0.07484235615
Hippocampus	Striatum	Hippocampus->Striatum	4	818.8734131	989.2024536	0.09784904867
Hippocampus	Striatum	Hippocampus->Striatum	5	989.2024536	1159.531494	0.1211624742
Hippocampus	Striatum	Hippocampus->Striatum	6	1159.531494	1329.860474	0.149459824
Hippocampus	Striatum	Hippocampus->Striatum	7	1329.860474	1500.189575	0.167006433
Hippocampus	Striatum	Hippocampus->Striatum	8	1500.189575	1670.518555	0.1831851304
Hippocampus	Striatum	Hippocampus->Striatum	9	1670.518555	1840.847656	0.2024638057
Hippocampus	Striatum	Hippocampus->Striatum	10	1840.847656	2011.176636	0.2178517282
Hippocampus	Striatum	Hippocampus->Striatum	11	2011.176636	2181.505615	0.2368523777
Hippocampus	Striatum	Hippocampus->Striatum	12	2181.505615	2351.834717	0.2532417476
Hippocampus	Striatum	Hippocampus->Striatum	13	2351.834717	2522.163818	0.2748527825
Hippocampus	Striatum	Hippocampus->Striatum	14	2522.163818	2692.492676	0.2991820276
Hippocampus	Striatum	Hippocampus->Striatum	15	2692.492676	2862.821777	0.3254463077
Hippocampus	Striatum	Hippocampus->Striatum	16	2862.821777	3033.150879	0.3572827578
Hippocampus	Striatum	Hippocampus->Striatum	17	3033.150879	3203.47998	0.3884344101
Hippocampus	Striatum	Hippocampus->Striatum	18	3203.47998	3373.808838	0.4303003848
Hippocampus	Striatum	Hippocampus->Striatum	19	3373.808838	3544.137939	0.4739573598
Hippocampus	Striatum	Hippocampus->Striatum	20	3544.137939	3714.467041	0.521690011
Hippocampus	Striatum	Hippocampus->Striatum	21	3714.467041	3884.796143	0.575353682
Hippocampus	Striatum	Hippocampus->Striatum	22	3884.796143	4055.125	0.6279096007
Hippocampus	Striatum	Hippocampus->Striatum	23	4055.125	4225.454102	0.6911737919
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	0	137.5572662	307.8862915	0.0837052688
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	1	307.8862915	478.215332	0.1496694386
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	2	478.215332	648.5443726	0.2518321276
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	3	648.5443726	818.8734131	0.3334466815
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	4	818.8734131	989.2024536	0.4809668064
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	5	989.2024536	1159.531494	0.6040244699
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	6	1159.531494	1329.860474	0.7431610227
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	7	1329.860474	1500.189575	0.8585302234
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	8	1500.189575	1670.518555	0.9383078218
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	9	1670.518555	1840.847656	1.032924294
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	10	1840.847656	2011.176636	1.089511991
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	11	2011.176636	2181.505615	1.134222865
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	12	2181.505615	2351.834717	1.156038284
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	13	2351.834717	2522.163818	1.174095869
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	14	2522.163818	2692.492676	1.184612274
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	15	2692.492676	2862.821777	1.187494159
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	16	2862.821777	3033.150879	1.177491784
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	17	3033.150879	3203.47998	1.161106467
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	18	3203.47998	3373.808838	1.138620138
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	19	3373.808838	3544.137939	1.116748214
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	20	3544.137939	3714.467041	1.095297575
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	21	3714.467041	3884.796143	1.074988484
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	22	3884.796143	4055.125	1.059783459
Hippocampus	Thalamus_1	Hippocampus->Thalamus_1	23	4055.125	4225.454102	1.039915085
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	0	137.5572662	307.8862915	0.03032848611
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	1	307.8862915	478.215332	0.08448909968
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	2	478.215332	648.5443726	0.1889934093
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	3	648.5443726	818.8734131	0.2362163663
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	4	818.8734131	989.2024536	0.3171419799
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	5	989.2024536	1159.531494	0.3796799481
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	6	1159.531494	1329.860474	0.4350392222
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	7	1329.860474	1500.189575	0.4842756987
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	8	1500.189575	1670.518555	0.5160384774
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	9	1670.518555	1840.847656	0.5710724592
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	10	1840.847656	2011.176636	0.6207240224
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	11	2011.176636	2181.505615	0.6836383939
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	12	2181.505615	2351.834717	0.7402217388
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	13	2351.834717	2522.163818	0.8111223578
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	14	2522.163818	2692.492676	0.8768656254
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	15	2692.492676	2862.821777	0.9350188971
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	16	2862.821777	3033.150879	0.9941875935
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	17	3033.150879	3203.47998	1.040709972
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	18	3203.47998	3373.808838	1.084871173
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	19	3373.808838	3544.137939	1.113200426
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	20	3544.137939	3714.467041	1.131217957
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	21	3714.467041	3884.796143	1.140514493
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	22	3884.796143	4055.125	1.146259546
Hippocampus	Thalamus_2	Hippocampus->Thalamus_2	23	4055.125	4225.454102	1.14572978
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	0	137.5572662	307.8862915	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	1	307.8862915	478.215332	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	2	478.215332	648.5443726	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	3	648.5443726	818.8734131	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	4	818.8734131	989.2024536	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	5	989.2024536	1159.531494	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	6	1159.531494	1329.860474	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	7	1329.860474	1500.189575	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	8	1500.189575	1670.518555	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	9	1670.518555	1840.847656	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	10	1840.847656	2011.176636	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	11	2011.176636	2181.505615	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	12	2181.505615	2351.834717	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	13	2351.834717	2522.163818	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	14	2522.163818	2692.492676	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	15	2692.492676	2862.821777	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	16	2862.821777	3033.150879	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	17	3033.150879	3203.47998	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	18	3203.47998	3373.808838	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	19	3373.808838	3544.137939	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	20	3544.137939	3714.467041	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	21	3714.467041	3884.796143	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	22	3884.796143	4055.125	0
Hypothalamus_1	Cortex_1	Hypothalamus_1->Cortex_1	23	4055.125	4225.454102	0
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	0	137.5572662	307.8862915	0
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	1	307.8862915	478.215332	0
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	2	478.215332	648.5443726	0
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	3	648.5443726	818.8734131	0
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	4	818.8734131	989.2024536	0
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	5	989.2024536	1159.531494	0.0002844901173
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	6	1159.531494	1329.860474	0.01073353365
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	7	1329.860474	1500.189575	0.03479368985
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	8	1500.189575	1670.518555	0.08734012395
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	9	1670.518555	1840.847656	0.1544363052
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	10	1840.847656	2011.176636	0.2508733273
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	11	2011.176636	2181.505615	0.361682266
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	12	2181.505615	2351.834717	0.494921118
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	13	2351.834717	2522.163818	0.6070617437
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	14	2522.163818	2692.492676	0.7509662509
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	15	2692.492676	2862.821777	0.8710564971
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	16	2862.821777	3033.150879	1.002301216
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	17	3033.150879	3203.47998	1.115660787
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	18	3203.47998	3373.808838	1.224363446
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	19	3373.808838	3544.137939	1.315983057
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	20	3544.137939	3714.467041	1.398426175
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	21	3714.467041	3884.796143	1.464802504
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	22	3884.796143	4055.125	1.498078942
Hypothalamus_1	Cortex_2	Hypothalamus_1->Cortex_2	23	4055.125	4225.454102	1.536611795
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	0	137.5572662	307.8862915	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	1	307.8862915	478.215332	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	2	478.215332	648.5443726	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	3	648.5443726	818.8734131	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	4	818.8734131	989.2024536	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	5	989.2024536	1159.531494	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	6	1159.531494	1329.860474	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	7	1329.860474	1500.189575	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	8	1500.189575	1670.518555	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	9	1670.518555	1840.847656	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	10	1840.847656	2011.176636	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	11	2011.176636	2181.505615	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	12	2181.505615	2351.834717	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	13	2351.834717	2522.163818	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	14	2522.163818	2692.492676	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	15	2692.492676	2862.821777	0
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	16	2862.821777	3033.150879	6.925710477e-05
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	17	3033.150879	3203.47998	0.00142022036
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	18	3203.47998	3373.808838	0.005501704756
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	19	3373.808838	3544.137939	0.01491495967
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	20	3544.137939	3714.467041	0.03151909262
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	21	3714.467041	3884.796143	0.05221261457
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	22	3884.796143	4055.125	0.07454218715
Hypothalamus_1	Cortex_3	Hypothalamus_1->Cortex_3	23	4055.125	4225.454102	0.1211371943
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	0	137.5572662	307.8862915	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	1	307.8862915	478.215332	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	2	478.215332	648.5443726	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	3	648.5443726	818.8734131	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	4	818.8734131	989.2024536	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	5	989.2024536	1159.531494	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	6	1159.531494	1329.860474	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	7	1329.860474	1500.189575	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	8	1500.189575	1670.518555	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	9	1670.518555	1840.847656	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	10	1840.847656	2011.176636	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	11	2011.176636	2181.505615	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	12	2181.505615	2351.834717	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	13	2351.834717	2522.163818	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	14	2522.163818	2692.492676	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	15	2692.492676	2862.821777	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	16	2862.821777	3033.150879	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	17	3033.150879	3203.47998	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	18	3203.47998	3373.808838	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	19	3373.808838	3544.137939	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	20	3544.137939	3714.467041	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	21	3714.467041	3884.796143	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	22	3884.796143	4055.125	0
Hypothalamus_1	Cortex_4	Hypothalamus_1->Cortex_4	23	4055.125	4225.454102	0
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	0	137.5572662	307.8862915	0
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	1	307.8862915	478.215332	0
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	2	478.215332	648.5443726	0
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	3	648.5443726	818.8734131	0
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	4	818.8734131	989.2024536	0
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	5	989.2024536	1159.531494	0
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	6	1159.531494	1329.860474	0
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	7	1329.860474	1500.189575	0.002171308035
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	8	1500.189575	1670.518555	0.01172013674
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	9	1670.518555	1840.847656	0.02796609886
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	10	1840.847656	2011.176636	0.04937054962
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	11	2011.176636	2181.505615	0.07835415006
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	12	2181.505615	2351.834717	0.1088486016
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	13	2351.834717	2522.163818	0.1335497648
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	14	2522.163818	2692.492676	0.1611192971
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	15	2692.492676	2862.821777	0.1909250617
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	16	2862.821777	3033.150879	0.2310636342
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	17	3033.150879	3203.47998	0.2876537442
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	18	3203.47998	3373.808838	0.3325374126
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	19	3373.808838	3544.137939	0.3790752888
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	20	3544.137939	3714.467041	0.409940958
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	21	3714.467041	3884.796143	0.4447021186
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	22	3884.796143	4055.125	0.4654147327
Hypothalamus_1	Cortex_5	Hypothalamus_1->Cortex_5	23	4055.125	4225.454102	0.4879059792
Hypothalamus_1	Fiber_tract	Hypothalamus_1->Fiber_tract	0	137.5572662	307.8862915	0.1182141677
