rank	gene	moran_i	pval_norm	var_norm	pval_norm_fdr_bh
2405	Tshz1	0.108414928	0	0.0001307333572	0
2406	Zscan10	0.10833778	0	0.0001307333572	0
2407	Tmem150c	0.1083331815	0	0.0001307333572	0
2408	Kdf1	0.1081417236	0	0.0001307333572	0
2409	Ebf1	0.1080148938	0	0.0001307333572	0
2410	Gzmm	0.1080095277	0	0.0001307333572	0
2411	Ankrd34a	0.1079765269	0	0.0001307333572	0
2412	Pbx4	0.1079448458	0	0.0001307333572	0
2413	Nqo1	0.1077873247	0	0.0001307333572	0
2414	Crls1	0.1076056338	0	0.0001307333572	0
2415	Arpc4	0.1075563556	0	0.0001307333572	0
2416	Fuca1	0.1073412241	0	0.0001307333572	0
2417	1110051M20Rik	0.1072803154	0	0.0001307333572	0
2418	Slc43a3	0.1071429208	0	0.0001307333572	0
2419	Gfra1	0.1071268241	0	0.0001307333572	0
2420	Ypel5	0.1067881158	0	0.0001307333572	0
2421	Irak1bp1	0.1067874338	0	0.0001307333572	0
2422	Tspan17	0.1067088663	0	0.0001307333572	0
2423	Grik4	0.1065386975	0	0.0001307333572	0
2424	Spred2	0.1064690803	0	0.0001307333572	0
2425	B4galnt4	0.1063988463	0	0.0001307333572	0
2426	Mrps26	0.1063860318	0	0.0001307333572	0
2427	Impdh1	0.1063354856	0	0.0001307333572	0
2428	Ltbp3	0.1063254961	0	0.0001307333572	0
2429	Mns1	0.1063007517	0	0.0001307333572	0
2430	Mrps33	0.1062401971	0	0.0001307333572	0
2431	Sptlc3	0.1062256333	0	0.0001307333572	0
2432	Flrt3	0.1062090141	0	0.0001307333572	0
2433	Cp	0.1061407456	0	0.0001307333572	0
2434	Ccl12	0.1059287585	0	0.0001307333572	0
2435	Phlda1	0.1058481871	0	0.0001307333572	0
2436	Dcakd	0.1057492166	0	0.0001307333572	0
2437	Myl9	0.1056950248	0	0.0001307333572	0
2438	Vgll2	0.1056237617	0	0.0001307333572	0
2439	Gm36447	0.1055443666	0	0.0001307333572	0
2440	Eef1akmt1	0.1054920344	0	0.0001307333572	0
2441	Itih2	0.1054092525	0	0.0001307333572	0
2442	Galnt18	0.1052441212	0	0.0001307333572	0
2443	Mtmr12	0.1051698896	0	0.0001307333572	0
2444	Fam110b	0.1051477635	0	0.0001307333572	0
2445	Gm853	0.1051290646	0	0.0001307333572	0
2446	Rabgap1l	0.1050720369	0	0.0001307333572	0
2447	Tuba8	0.1050698999	0	0.0001307333572	0
2448	Atp6v0e	0.1049065209	0	0.0001307333572	0
2449	Pigp	0.1048823724	0	0.0001307333572	0
2450	Slc10a4	0.1046058281	0	0.0001307333572	0
2451	Stoml1	0.1043855662	0	0.0001307333572	0
2452	Ube2l6	0.1041508924	0	0.0001307333572	0
2453	Dnajc12	0.1039601821	0	0.0001307333572	0
2454	Trpc4	0.1039235474	0	0.0001307333572	0
2455	Tle1	0.1038492151	0	0.0001307333572	0
2456	Ocln	0.103800141	0	0.0001307333572	0
2457	Bhlhb9	0.1035521417	0	0.0001307333572	0
2458	Tnfaip2	0.1035344701	0	0.0001307333572	0
2459	Bfsp2	0.103357491	0	0.0001307333572	0
2460	Fam46c	0.1033286724	0	0.0001307333572	0
2461	Maob	0.1031659164	0	0.0001307333572	0
2462	Nlgn1	0.1030107041	0	0.0001307333572	0
2463	Rps6ka6	0.1029984283	0	0.0001307333572	0
2464	Ica1	0.1029915874	0	0.0001307333572	0
2465	Hmgcs2	0.1029835171	0	0.0001307333572	0
2466	Ctsc	0.10297885	0	0.0001307333572	0
2467	Apoo	0.1028881538	0	0.0001307333572	0
2468	Col6a2	0.1028636449	0	0.0001307333572	0
2469	Cfap46	0.1028214676	0	0.0001307333572	0
2470	Exd2	0.1026619903	0	0.0001307333572	0
2471	Pcdh1	0.1023340532	0	0.0001307333572	0
2472	Tbc1d2	0.1023237638	0	0.0001307333572	0
2473	Bcam	0.1021657987	0	0.0001307333572	0
2474	Cald1	0.1020939933	0	0.0001307333572	0
2475	Fign	0.1020861721	0	0.0001307333572	0
2476	Slc13a3	0.1019137915	0	0.0001307333572	0
2477	Lurap1l	0.1018581246	0	0.0001307333572	0
2478	Slc26a10	0.1018449895	0	0.0001307333572	0
2479	B3gat2	0.1017830907	0	0.0001307333572	0
2480	Ksr1	0.1017421417	0	0.0001307333572	0
2481	Odc1	0.1017224326	0	0.0001307333572	0
2482	As3mt	0.1015755493	0	0.0001307333572	0
2483	Itih5	0.1013333018	0	0.0001307333572	0
2484	Tmem237	0.1012096415	0	0.0001307333572	0
2485	Wisp2	0.1011697798	0	0.0001307333572	0
2486	Scn3a	0.1010879673	0	0.0001307333572	0
2487	Tub	0.1010620974	0	0.0001307333572	0
2488	Serpina9	0.1009786828	0	0.0001307333572	0
2489	Tomm34	0.1008387232	0	0.0001307333572	0
2490	Pcdh18	0.1007426896	0	0.0001307333572	0
2491	Bmp7	0.1006949644	0	0.0001307333572	0
2492	Bace2	0.1005137024	0	0.0001307333572	0
2493	Umodl1	0.1003925766	0	0.0001307333572	0
2494	Upb1	0.1003058909	0	0.0001307333572	0
2495	Ehd3	0.1002554785	0	0.0001307333572	0
2496	Aard	0.1002314962	0	0.0001307333572	0
2497	Krt9	0.1001386228	0	0.0001307333572	0
2498	Napepld	0.1000531298	0	0.0001307333572	0
2499	Abi3bp	0.09997609729	0	0.0001307333572	0
2500	Ttll6	0.0998638577	0	0.0001307333572	0
2501	Gm16006	0.09982566595	0	0.0001307333572	0
2502	Casc1	0.09979264325	0	0.0001307333572	0
2503	Npr1	0.09978206569	0	0.0001307333572	0
2504	Slc47a1	0.09959690575	0	0.0001307333572	0
2505	A230050P20Rik	0.09957935509	0	0.0001307333572	0
2506	Acly	0.09957879133	0	0.0001307333572	0
2507	Ube2w	0.09939387206	0	0.0001307333572	0
2508	Slc39a6	0.09937271133	0	0.0001307333572	0
2509	Rsad2	0.09929045597	0	0.0001307333572	0
2510	Traf1	0.09928396234	0	0.0001307333572	0
2511	Cacna1s	0.09901773601	0	0.0001307333572	0
2512	Gm34721	0.09900782694	0	0.0001307333572	0
2513	Pdlim4	0.09894640136	0	0.0001307333572	0
2514	Rilp	0.09887801862	0	0.0001307333572	0
2515	Bche	0.09885890813	0	0.0001307333572	0
2516	Pclaf	0.09883085384	0	0.0001307333572	0
2517	B9d1	0.09865218692	0	0.0001307333572	0
2518	Rnf182	0.09859948343	0	0.0001307333572	0
2519	Pid1	0.09825955908	0	0.0001307333572	0
2520	Disp3	0.09810995963	0	0.0001307333572	0
2521	Dclk2	0.09809735744	0	0.0001307333572	0
2522	Dscaml1	0.09796372567	0	0.0001307333572	0
2523	Mpped2	0.09787769213	0	0.0001307333572	0
2524	Ahcyl2	0.09783424988	0	0.0001307333572	0
2525	Aprt	0.09782715224	0	0.0001307333572	0
2526	Gpr17	0.09782396328	0	0.0001307333572	0
2527	Pomgnt2	0.09769427662	0	0.0001307333572	0
2528	Prkag2	0.09764076842	0	0.0001307333572	0
2529	H2-K1	0.09751435706	0	0.0001307333572	0
2530	Scx	0.09745869942	0	0.0001307333572	0
2531	Igf1	0.09744929794	0	0.0001307333572	0
2532	Mcee	0.09738917452	0	0.0001307333572	0
2533	Spryd7	0.09737773251	0	0.0001307333572	0
2534	Chrna6	0.09735651162	0	0.0001307333572	0
2535	4921539H07Rik	0.09728674566	0	0.0001307333572	0
2536	C130060K24Rik	0.09728601919	0	0.0001307333572	0
2537	Mrc2	0.09712227844	0	0.0001307333572	0
2538	Ctsh	0.0971085319	0	0.0001307333572	0
2539	Ctnnal1	0.09708911617	0	0.0001307333572	0
2540	Cndp1	0.09699025381	0	0.0001307333572	0
2541	Rps6kl1	0.09692116072	0	0.0001307333572	0
2542	Ctss	0.09689925719	0	0.0001307333572	0
2543	Pipox	0.09676683643	0	0.0001307333572	0
2544	2900079G21Rik	0.09667252867	0	0.0001307333572	0
2545	Slc16a9	0.0966482668	0	0.0001307333572	0
2546	Wdr66	0.09661159176	0	0.0001307333572	0
2547	Tcerg1l	0.09652684138	0	0.0001307333572	0
2548	Lamb2	0.09649887833	0	0.0001307333572	0
2549	Cubn	0.09645222774	0	0.0001307333572	0
2550	Sox1	0.09636583574	0	0.0001307333572	0
2551	Ccdc34	0.09616897337	0	0.0001307333572	0
2552	Cyp2f2	0.09607434877	0	0.0001307333572	0
2553	Vtn	0.09587780046	0	0.0001307333572	0
2554	Gpr12	0.09580786693	0	0.0001307333572	0
2555	Manf	0.09579029956	0	0.0001307333572	0
2556	2010005H15Rik	0.09575462855	0	0.0001307333572	0
2557	Fmo1	0.09560655872	0	0.0001307333572	0
2558	Dlat	0.09558172917	0	0.0001307333572	0
2559	Timm9	0.0955680056	0	0.0001307333572	0
2560	2310009B15Rik	0.09542302606	0	0.0001307333572	0
2561	Tuft1	0.09541010842	0	0.0001307333572	0
2562	Plac8	0.09540949091	0	0.0001307333572	0
2563	Ccl4	0.09540948364	0	0.0001307333572	0
2564	Erich2	0.09536949544	0	0.0001307333572	0
2565	Nmt1	0.0953284817	0	0.0001307333572	0
2566	Gm10605	0.09529802151	0	0.0001307333572	0
2567	Stmnd1	0.0952821692	0	0.0001307333572	0
2568	Golm1	0.09506544375	0	0.0001307333572	0
2569	Cdk1	0.09505213232	0	0.0001307333572	0
2570	Antxr1	0.09502654146	0	0.0001307333572	0
2571	Plekha2	0.09478506086	0	0.0001307333572	0
2572	Npas1	0.09460739059	0	0.0001307333572	0
2573	Dnah12	0.09455780515	0	0.0001307333572	0
2574	Steap4	0.09449984162	0	0.0001307333572	0
2575	Nppc	0.09439609514	1.110223025e-16	0.0001307333572	1.706066884e-16
2576	Ankrd45	0.09439176154	1.110223025e-16	0.0001307333572	1.706066884e-16
2577	Med10	0.09438840507	1.110223025e-16	0.0001307333572	1.706066884e-16
2578	Kif9	0.0943140092	1.110223025e-16	0.0001307333572	1.706066884e-16
2579	Klc3	0.09422430301	1.110223025e-16	0.0001307333572	1.706066884e-16
2580	Mgl2	0.09421437736	1.110223025e-16	0.0001307333572	1.706066884e-16
2581	Efs	0.09421031433	1.110223025e-16	0.0001307333572	1.706066884e-16
2582	Gm14051	0.09413657146	1.110223025e-16	0.0001307333572	1.706066884e-16
2583	Vasn	0.09405301145	1.110223025e-16	0.0001307333572	1.706066884e-16
2584	Cetn4	0.09404566298	1.110223025e-16	0.0001307333572	1.706066884e-16
2585	Catsperz	0.09403335419	1.110223025e-16	0.0001307333572	1.706066884e-16
2586	Kctd9	0.09402267773	1.110223025e-16	0.0001307333572	1.706066884e-16
2587	Bcl6	0.09395134122	1.110223025e-16	0.0001307333572	1.706066884e-16
2588	Grem1	0.09390038555	1.110223025e-16	0.0001307333572	1.706066884e-16
2589	Large2	0.09388779264	1.110223025e-16	0.0001307333572	1.706066884e-16
2590	Ica1l	0.09379919351	1.110223025e-16	0.0001307333572	1.706066884e-16
2591	Parva	0.09379788927	1.110223025e-16	0.0001307333572	1.706066884e-16
2592	Chd7	0.09360737335	1.110223025e-16	0.0001307333572	1.706066884e-16
2593	Gramd1a	0.09356891935	1.110223025e-16	0.0001307333572	1.706066884e-16
2594	Sh3bp5	0.0935301045	1.110223025e-16	0.0001307333572	1.706066884e-16
2595	Nucb2	0.0935087911	1.110223025e-16	0.0001307333572	1.706066884e-16
2596	Lrg1	0.09348046501	1.110223025e-16	0.0001307333572	1.706066884e-16
2597	Cfap157	0.09334345615	1.110223025e-16	0.0001307333572	1.706066884e-16
2598	Ecm1	0.09330892972	1.110223025e-16	0.0001307333572	1.706066884e-16
2599	Ccng2	0.09315675651	1.110223025e-16	0.0001307333572	1.706066884e-16
2600	Crispld2	0.09312387273	1.110223025e-16	0.0001307333572	1.706066884e-16
2601	Wbp1	0.09301617909	1.110223025e-16	0.0001307333572	1.706066884e-16
2602	Foxc2	0.09301466602	1.110223025e-16	0.0001307333572	1.706066884e-16
2603	Ninj1	0.09299193569	1.110223025e-16	0.0001307333572	1.706066884e-16
2604	Slc35g2	0.09290984387	2.220446049e-16	0.0001307333572	3.401679126e-16
2605	Yjefn3	0.09280696869	2.220446049e-16	0.0001307333572	3.401679126e-16
2606	Dnah11	0.09279656493	2.220446049e-16	0.0001307333572	3.401679126e-16
2607	2610301B20Rik	0.09267940304	2.220446049e-16	0.0001307333572	3.401679126e-16
2608	Otub2	0.09256721532	2.220446049e-16	0.0001307333572	3.401679126e-16
2609	Zbtb7c	0.09254680033	2.220446049e-16	0.0001307333572	3.401679126e-16
2610	Vcam1	0.09247014331	2.220446049e-16	0.0001307333572	3.401679126e-16
2611	Rnase4	0.09241465907	2.220446049e-16	0.0001307333572	3.401679126e-16
2612	Nrip1	0.09214168819	3.330669074e-16	0.0001307333572	5.08887559e-16
2613	Ooep	0.09211017014	3.330669074e-16	0.0001307333572	5.08887559e-16
2614	Tmem199	0.09206829117	3.330669074e-16	0.0001307333572	5.08887559e-16
2615	S100a4	0.09203254002	3.330669074e-16	0.0001307333572	5.08887559e-16
2616	Myo16	0.09203203184	3.330669074e-16	0.0001307333572	5.08887559e-16
2617	Itga8	0.09198631997	3.330669074e-16	0.0001307333572	5.08887559e-16
2618	Ptpn14	0.09189176453	3.330669074e-16	0.0001307333572	5.08887559e-16
2619	Dusp6	0.09171304304	4.440892099e-16	0.0001307333572	6.769652589e-16
2620	Drd5	0.09157957503	4.440892099e-16	0.0001307333572	6.769652589e-16
2621	Cfap61	0.09152407445	4.440892099e-16	0.0001307333572	6.769652589e-16
2622	Fbln5	0.09148576389	4.440892099e-16	0.0001307333572	6.769652589e-16
2623	Fbxo36	0.09142840728	4.440892099e-16	0.0001307333572	6.769652589e-16
2624	Nsmce3	0.09141550226	4.440892099e-16	0.0001307333572	6.769652589e-16
2625	Sowahc	0.09134164982	5.551115123e-16	0.0001307333572	8.44597204e-16
2626	1110004E09Rik	0.09128332461	5.551115123e-16	0.0001307333572	8.44597204e-16
2627	Usp18	0.09122607745	5.551115123e-16	0.0001307333572	8.44597204e-16
2628	Mchr1	0.09115361092	5.551115123e-16	0.0001307333572	8.44597204e-16
2629	Lbh	0.09112505419	5.551115123e-16	0.0001307333572	8.44597204e-16
2630	Npb	0.09109505226	6.661338148e-16	0.0001307333572	1.012361421e-15
2631	Ccl19	0.09103498511	6.661338148e-16	0.0001307333572	1.012361421e-15
2632	Skil	0.09096862568	6.661338148e-16	0.0001307333572	1.012361421e-15
2633	Ngp	0.09088827002	7.771561172e-16	0.0001307333572	1.179296081e-15
2634	Plxna4	0.0908057627	7.771561172e-16	0.0001307333572	1.179296081e-15
2635	Zic5	0.09079279207	7.771561172e-16	0.0001307333572	1.179296081e-15
2636	Sned1	0.09078428765	7.771561172e-16	0.0001307333572	1.179296081e-15
2637	Gpc3	0.09060425588	8.881784197e-16	0.0001307333572	1.346234816e-15
2638	Hebp1	0.09056497957	8.881784197e-16	0.0001307333572	1.346234816e-15
2639	Gkn3	0.09053498153	8.881784197e-16	0.0001307333572	1.346234816e-15
2640	Nxph2	0.09047800091	9.992007222e-16	0.0001307333572	1.513367243e-15
2641	Abcc8	0.0903956243	9.992007222e-16	0.0001307333572	1.513367243e-15
2642	Il6st	0.09025200644	1.110223025e-15	0.0001307333572	1.680246727e-15
2643	Ankrd66	0.09021140018	1.110223025e-15	0.0001307333572	1.680246727e-15
2644	E330017L17Rik	0.09018288519	1.221245327e-15	0.0001307333572	1.846873841e-15
2645	Clvs2	0.09013665829	1.221245327e-15	0.0001307333572	1.846873841e-15
2646	Slco1c1	0.09001691267	1.33226763e-15	0.0001307333572	2.013249157e-15
2647	Hes6	0.09001024778	1.33226763e-15	0.0001307333572	2.013249157e-15
2648	Mustn1	0.08965131896	1.776356839e-15	0.0001307333572	2.683318489e-15
2649	Clic1	0.08954918811	1.887379142e-15	0.0001307333572	2.849949629e-15
2650	Zrsr2	0.08941596146	1.998401444e-15	0.0001307333572	3.01645501e-15
2651	Stk32a	0.08930786371	2.220446049e-15	0.0001307333572	3.349089064e-15
2652	Slc6a15	0.08926978742	2.220446049e-15	0.0001307333572	3.349089064e-15
2653	Akr1c18	0.08918422448	2.442490654e-15	0.0001307333572	3.682609354e-15
2654	Lor	0.08910267909	2.553512957e-15	0.0001307333572	3.8471005e-15
2655	Fst	0.0890843898	2.553512957e-15	0.0001307333572	3.8471005e-15
2656	Idh2	0.08904928097	2.664535259e-15	0.0001307333572	4.012854306e-15
2657	Gm13373	0.08889178379	2.886579864e-15	0.0001307333572	4.345622678e-15
2658	Ppp1r13b	0.08881062032	3.108624469e-15	0.0001307333572	4.6763813e-15
2659	Enox2	0.08880223253	3.108624469e-15	0.0001307333572	4.6763813e-15
2660	Cma1	0.08877237967	3.219646771e-15	0.0001307333572	4.841574092e-15
2661	Seh1l	0.0886074573	3.552713679e-15	0.0001307333572	5.340418908e-15
2662	Kcnj11	0.08858856133	3.663735981e-15	0.0001307333572	5.505238139e-15
2663	Vps37b	0.08850031757	3.885780586e-15	0.0001307333572	5.836696337e-15
2664	Krt80	0.08844188366	3.996802889e-15	0.0001307333572	6.001205539e-15
2665	Nmu	0.08839878042	4.107825191e-15	0.0001307333572	6.165591281e-15
2666	Slc2a1	0.08837787473	4.218847494e-15	0.0001307333572	6.329853704e-15
2667	Asic4	0.08830685165	4.440892099e-15	0.0001307333572	6.660505585e-15
2668	Hunk	0.08822628743	4.662936703e-15	0.0001307333572	6.9909096e-15
2669	Kif2a	0.08819865832	4.773959006e-15	0.0001307333572	7.151998511e-15
2670	Arhgap28	0.08818561348	4.773959006e-15	0.0001307333572	7.151998511e-15
2671	Bambi	0.08808645992	5.107025913e-15	0.0001307333572	7.64811069e-15
2672	Lyz2	0.08800114257	5.440092821e-15	0.0001307333572	8.143851528e-15
2673	Ppp4r4	0.08782945712	6.106226635e-15	0.0001307333572	9.137638063e-15
2674	1700003F12Rik	0.08776265313	6.32827124e-15	0.0001307333572	9.466374331e-15
2675	Plvap	0.08775262095	6.439293543e-15	0.0001307333572	9.628850157e-15
2676	Gpx2	0.08767963838	6.77236045e-15	0.0001307333572	1.012310979e-14
2677	G630093K05Rik	0.08752095371	7.549516567e-15	0.0001307333572	1.128056267e-14
2678	Sntb1	0.08740337147	8.10462808e-15	0.0001307333572	1.210549377e-14
2679	Spef1	0.08728617398	8.881784197e-15	0.0001307333572	1.326134259e-14
2680	Oxtr	0.08712722246	9.880984919e-15	0.0001307333572	1.474223785e-14
2681	Top2a	0.08712366716	9.880984919e-15	0.0001307333572	1.474223785e-14
2682	Lrp10	0.08710459334	9.992007222e-15	0.0001307333572	1.490232248e-14
2683	Gm47043	0.08701903622	1.054711873e-14	0.0001307333572	1.572436636e-14
2684	Rab27b	0.08700467723	1.065814104e-14	0.0001307333572	1.588396578e-14
2685	Gse1	0.08697339461	1.088018564e-14	0.0001307333572	1.620884267e-14
2686	Itga4	0.08691424471	1.132427485e-14	0.0001307333572	1.686414721e-14
2687	Ppbp	0.08689283924	1.154631946e-14	0.0001307333572	1.71884175e-14
2688	Foxo1	0.08681245102	1.221245327e-14	0.0001307333572	1.817329356e-14
2689	Rmnd5b	0.08674042751	1.276756478e-14	0.0001307333572	1.899228677e-14
2690	Arhgap24	0.08668641034	1.33226763e-14	0.0001307333572	1.981067107e-14
2691	Maf	0.08664488672	1.36557432e-14	0.0001307333572	2.029839198e-14
2692	Cttnbp2	0.08656349463	1.443289932e-14	0.0001307333572	2.144561563e-14
2693	Gm29508	0.08655248427	1.454392162e-14	0.0001307333572	2.160255718e-14
2694	Foxc1	0.08651854831	1.487698853e-14	0.0001307333572	2.208906983e-14
2695	2010111I01Rik	0.0864684523	1.543210004e-14	0.0001307333572	2.29047867e-14
2696	Rgmb	0.08640991808	1.598721155e-14	0.0001307333572	2.371989845e-14
2697	Flna	0.08622617478	1.80966353e-14	0.0001307333572	2.683965191e-14
2698	Slc38a5	0.08618687939	1.865174681e-14	0.0001307333572	2.765270098e-14
2699	Rhcg	0.08614257756	1.920685833e-14	0.0001307333572	2.846514757e-14
2700	Magee2	0.08598270823	2.131628207e-14	0.0001307333572	3.157967714e-14
2701	Btbd9	0.08592156241	2.220446049e-14	0.0001307333572	3.288331802e-14
2702	Gadd45g	0.0858659993	2.309263891e-14	0.0001307333572	3.418599395e-14
2703	Cavin1	0.0858614213	2.320366121e-14	0.0001307333572	3.433764146e-14
2704	Ufsp1	0.08582735093	2.364775042e-14	0.0001307333572	3.498187933e-14
2705	Cdca7l	0.08579456652	2.420286194e-14	0.0001307333572	3.578981432e-14
2706	Sh3bgrl	0.08577007492	2.464695115e-14	0.0001307333572	3.641958056e-14
2707	Map4k3	0.08576948389	2.464695115e-14	0.0001307333572	3.641958056e-14
2708	Srr	0.08560055978	2.753353101e-14	0.0001307333572	4.066991287e-14
2709	Cnksr3	0.08559695794	2.764455331e-14	0.0001307333572	4.081883103e-14
2710	Parp1	0.08558987658	2.775557562e-14	0.0001307333572	4.096763929e-14
2711	Slc12a4	0.08545180033	3.042011087e-14	0.0001307333572	4.488397031e-14
2712	Cox7a1	0.0853341949	3.297362383e-14	0.0001307333572	4.863366347e-14
2713	Gramd1b	0.08522760419	3.541611449e-14	0.0001307333572	5.221690304e-14
2714	Sh3bp4	0.08518651199	3.630429291e-14	0.0001307333572	5.350669551e-14
2715	Tmem68	0.08516896351	3.674838212e-14	0.0001307333572	5.414126278e-14
2716	Tmem64	0.08509073686	3.874678356e-14	0.0001307333572	5.704347966e-14
2717	Ripor1	0.08508864843	3.874678356e-14	0.0001307333572	5.704347966e-14
2718	Plb1	0.08507733789	3.907985047e-14	0.0001307333572	5.751265705e-14
2719	Dnaja4	0.08506623763	3.941291737e-14	0.0001307333572	5.798148933e-14
2720	Ccnd3	0.08500448286	4.107825191e-14	0.0001307333572	6.040919399e-14
2721	Sytl3	0.0849493725	4.252154184e-14	0.0001307333572	6.250869804e-14
2722	Styxl1	0.08487131084	4.485301019e-14	0.0001307333572	6.591184452e-14
2723	Ramp2	0.08479290964	4.718447855e-14	0.0001307333572	6.931249144e-14
2724	Rrh	0.08472213073	4.95159469e-14	0.0001307333572	7.271064155e-14
2725	Sf3b5	0.08470453925	5.007105841e-14	0.0001307333572	7.349880134e-14
2726	Cldn22	0.0845219411	5.651035195e-14	0.0001307333572	8.292054579e-14
2727	Spata24	0.08448512529	5.784261958e-14	0.0001307333572	8.484432649e-14
2728	Notch2	0.08432806541	6.417089082e-14	0.0001307333572	9.409221528e-14
2729	Fn1	0.08420624668	6.949996134e-14	0.0001307333572	1.018687598e-13
2730	4933434E20Rik	0.08391217525	8.437694987e-14	0.0001307333572	1.236292306e-13
2731	Celsr3	0.08377873669	9.214851104e-14	0.0001307333572	1.34966695e-13
2732	Gm37748	0.08371099778	9.625633624e-14	0.0001307333572	1.409316782e-13
2733	H13	0.08366552565	9.91429161e-14	0.0001307333572	1.4510489e-13
2734	Pdpn	0.08362880739	1.015854068e-13	0.0001307333572	1.486253208e-13
2735	Cdc40	0.08354307465	1.074695888e-13	0.0001307333572	1.571767295e-13
2736	Ly6d	0.08353266801	1.081357226e-13	0.0001307333572	1.580931617e-13
2737	Uox	0.08337969836	1.195710198e-13	0.0001307333572	1.747475627e-13
2738	Gcm2	0.08326788519	1.285638263e-13	0.0001307333572	1.878215139e-13
2739	Dlx2	0.08321689117	1.32893696e-13	0.0001307333572	1.940762264e-13
2740	Krt10	0.08319487752	1.348920975e-13	0.0001307333572	1.969227701e-13
2741	Slitrk3	0.08310859073	1.426636587e-13	0.0001307333572	2.081921323e-13
2742	Rnf128	0.08310607795	1.428857033e-13	0.0001307333572	2.084401215e-13
2743	Gm34006	0.08304340003	1.487698853e-13	0.0001307333572	2.169447835e-13
2744	Nek7	0.08298935991	1.540989558e-13	0.0001307333572	2.246340464e-13
2745	Emp1	0.08282291197	1.716404796e-13	0.0001307333572	2.501136315e-13
2746	Hspb1	0.08281385623	1.726396803e-13	0.0001307333572	2.514780485e-13
2747	Plppr5	0.08269386593	1.866284904e-13	0.0001307333572	2.717560836e-13
2748	Rpp25	0.08257064409	2.021716128e-13	0.0001307333572	2.942818236e-13
2749	Rdh10	0.08251932905	2.089439732e-13	0.0001307333572	3.040290625e-13
2750	Aph1c	0.08251529061	2.094990847e-13	0.0001307333572	3.046151723e-13
2751	Mirt1	0.0825148409	2.094990847e-13	0.0001307333572	3.046151723e-13
2752	Ar	0.08241157443	2.239319841e-13	0.0001307333572	3.25482535e-13
2753	Rnh1	0.08240302981	2.252642517e-13	0.0001307333572	3.273000388e-13
2754	Sox9	0.08236500575	2.308153668e-13	0.0001307333572	3.352438153e-13
2755	Arrb2	0.08224567104	2.49245069e-13	0.0001307333572	3.61880318e-13
2756	Vav2	0.08222400581	2.527977827e-13	0.0001307333572	3.66905345e-13
2757	Pln	0.08213335986	2.678968158e-13	0.0001307333572	3.886787317e-13
2758	Prdm6	0.08212629374	2.691180612e-13	0.0001307333572	3.903090082e-13
2759	Haao	0.08212271587	2.69784195e-13	0.0001307333572	3.911333019e-13
2760	Chpf	0.08199709021	2.924327447e-13	0.0001307333572	4.23815572e-13
2761	Ddit4	0.08193715669	3.038680418e-13	0.0001307333572	4.402289632e-13
2762	Slc37a2	0.08182484045	3.265165915e-13	0.0001307333572	4.728697922e-13
2763	1700013F07Rik	0.08178601429	3.347322419e-13	0.0001307333572	4.845924603e-13
2764	Lama5	0.08174951496	3.427258477e-13	0.0001307333572	4.959853078e-13
2765	Asph	0.08174096272	3.446132268e-13	0.0001307333572	4.985363137e-13
2766	Mitf	0.08169850564	3.540501226e-13	0.0001307333572	5.120030695e-13
2767	Gm48570	0.08166862347	3.609335053e-13	0.0001307333572	5.217687102e-13
2768	Gm45645	0.08155801069	3.873568133e-13	0.0001307333572	5.597641811e-13
2769	Foxo6	0.08148211019	4.065636716e-13	0.0001307333572	5.873075791e-13
2770	Rhod	0.08143100168	4.199973702e-13	0.0001307333572	6.064943974e-13
2771	Esm1	0.08126527505	4.667377596e-13	0.0001307333572	6.737463148e-13
2772	Ascl4	0.08118644578	4.907185769e-13	0.0001307333572	7.081076146e-13
2773	Eya2	0.08097908366	5.59774449e-13	0.0001307333572	8.074640447e-13
2774	Ucma	0.08093502101	5.756506383e-13	0.0001307333572	8.300658086e-13
2775	Trio	0.0809118407	5.841993556e-13	0.0001307333572	8.420891612e-13
2776	Mup6	0.08089539407	5.903055822e-13	0.0001307333572	8.505844124e-13
2777	Yap1	0.08069257106	6.711298184e-13	0.0001307333572	9.666976138e-13
2778	Pcsk5	0.08067153851	6.801226249e-13	0.0001307333572	9.79298236e-13
2779	Ascc1	0.0805088846	7.536193891e-13	0.0001307333572	1.084734637e-12
2780	Cped1	0.08042470665	7.94697641e-13	0.0001307333572	1.143449843e-12
2781	Tubgcp2	0.08036414224	8.256728634e-13	0.0001307333572	1.187591317e-12
2782	Klhl26	0.08034285309	8.367750937e-13	0.0001307333572	1.203127381e-12
2783	Tnfrsf21	0.08029938755	8.599787549e-13	0.0001307333572	1.236045641e-12
2784	Prkar2a	0.0802964527	8.615330671e-13	0.0001307333572	1.237834867e-12
2785	Gldn	0.08028407836	8.683054276e-13	0.0001307333572	1.247117311e-12
2786	Lsm8	0.080259824	8.816281039e-13	0.0001307333572	1.265797708e-12
2787	Fkbp9	0.08015063509	9.442446824e-13	0.0001307333572	1.355213035e-12
2788	Epb41l4a	0.08008713076	9.826583991e-13	0.0001307333572	1.409839884e-12
2789	Ampd2	0.08003188634	1.017297357e-12	0.0001307333572	1.459013779e-12
2790	Ifngr2	0.07995919585	1.064703881e-12	0.0001307333572	1.526457177e-12
2791	Angpt2	0.07994834468	1.07192033e-12	0.0001307333572	1.536252713e-12
2792	Ak8	0.07986227032	1.131317262e-12	0.0001307333572	1.62079837e-12
2793	C1qc	0.07975739971	1.208033673e-12	0.0001307333572	1.730087609e-12
